# For each 3 lines is rappresented the last file.dat for each simulation
39.68911095,1.925801822,0.3500024924,0.9683717647,1388.557614,3488.776785,508.1397118
26.45848703,1.925800693,0.3500026942,0.9683718166,-1365.137573,-5102.89664,-401.3112999
5.531187041,-23.03070460,-4.185689135,-11.58078132,-3433.465959,-624.0115071,-1726.487191
40.23107491,0.2432909000,1.429614342,1.285392162,54.99438828,247.5699074,193.8161306
39.33446524,0.2409341198,1.430763354,1.285733568,17.14314017,180.2946085,191.4283392
14.29095361,-1.348046444,-7.962606011,-7.157419548,-202.0018877,-1193.188081,-1072.508039
57.03853597,-0.7002465342,-0.7633643376,-0.7393519354,-335.8145816,-121.9164092,-48.5759415
16.94886138,-0.7002667691,-0.7634311717,-0.7393611922,674.0885583,-86.86456195,-318.0339056
11.28067556,4.592788901,5.006834299,4.849255881,685.1840134,746.9578273,723.4507474
41.57918631,0.2251552405,-1.497599004,-2.413592551,599.1254984,179.5286914,339.8212223
11.68711232,0.2251551450,-1.497596981,-2.41358982,-1978.531799,-1656.216805,-2848.842015
24.22682866,-0.4950373545,3.29269395,5.306642133,-73.79535215,490.8498379,791.0753394
25.09719789,-2.225953305,0.3573764676,-1.662151033,-341.9718802,184.7496422,-139.0957612
22.77205585,-2.226149370,0.3573721029,-1.662200531,-321.9886164,-91.3976213,-368.5440256
38.30060524,2.782180274,-0.4466573128,2.077436015,415.5255147,-66.7192223,310.267133
36.47244364,0.1451330160,-0.2303900901,-0.4008108747,-68.38638402,162.913489,-68.28236918
31.90493718,0.1450471744,-0.230392937,-0.4008111215,124.5488706,-259.8708264,-50.04423119
5.270011005,-1.882553324,2.989284414,5.200445628,-280.7404679,445.7883188,775.5359354
45.26758795,-0.2668551605,-0.05415612564,0.4086202187,334.4702592,202.9105803,265.4124832
36.00082063,-0.2668665968,-0.054152883,0.4086215598,-510.3892481,-273.3689983,-196.1889293
3.737836657,5.802101034,1.177436526,-8.884273502,865.1447862,175.5656533,-1324.72896
51.86403204,-2.915632121,-3.913745493,4.754642084,-354.8688911,666.5350736,1243.443852
26.60563388,7.686523770,10.31786279,-12.53473018,1162.332722,1560.23605,-1895.463823
18.27678245,-2.915633515,-3.913744582,4.754640636,-685.0039025,-4162.67282,-769.2817544
30.11453133,0.5386713720,-0.8425709401,2.032292203,115.7554454,-129.2168737,329.3981151
24.77073116,0.5370885775,-0.841688702,2.032868539,40.194144,-126.0888658,282.9254276
28.49778509,-1.036077456,1.621981266,-3.914590799,-157.2599172,246.1461115,-594.0089558
34.23908255,1.199190225,1.737707983,0.5273043992,348.4158089,332.3135552,79.15587269
19.31496280,1.199146855,1.737876621,0.527307924,-121.0814448,130.4921031,78.02954939
11.34727306,-5.659566808,-8.201490248,-2.488646535,-845.2034234,-1224.837129,-371.6630665
45.12836962,-0.3025022506,-1.049576477,-0.3988366243,-161.5278897,-151.4556768,-614.0052722
30.95143121,-0.3025084595,-1.049573735,-0.3988100179,124.6781631,-163.7331115,749.1129091
24.60123428,0.9355019708,3.245832447,1.23337663,139.4451467,483.8262083,183.8501333
38.01322800,-0.6260878294,-0.3694338066,0.09180444068,-105.8575766,-1.40241837,9.520949252
33.81169951,-0.6278688340,-0.3697837017,0.09168831221,-81.12550133,-116.4103961,18.58532349
3.770780669,11.94154094,7.040024137,-1.747627713,1794.583102,1057.962298,-262.6308648
36.91944011,-0.5499934122,0.4047916385,0.2430720615,135.0150368,116.757378,36.1988963
35.82402238,-0.5502051857,0.4049020283,0.2430533824,-305.9332155,2.420153813,36.39023335
5.346603711,7.484379596,-5.508150887,-3.307002947,1117.546599,-822.4504574,-493.7877689
26.50020983,1.012860149,0.6562764973,0.03825072104,275.4860453,252.7367638,47.69287592
25.92936287,1.012688754,0.6562802426,0.03829510316,24.05681188,-60.26635801,-37.19423259
4.270877251,-12.43289786,-8.056516592,-0.4698378439,-1855.407062,-1202.307794,-70.11404176
37.87559068,-0.2636100083,0.779636462,0.6799396204,45.23730801,130.4360788,95.14306007
12.08473330,-0.2636637852,0.780052818,0.6799369947,-304.6838687,73.02705304,121.9685685
3.666748954,3.591926107,-10.62410388,-9.264329904,536.8880051,-1588.015995,-1384.757256
114.9312011,0.5664734184E-01,-0.09537064175,0.03542934691,-49.82491505,-37.23863012,1.117594525
25.46508896,0.5672244017E-01,-0.09657126507,0.03539134498,273.508359,86.03634228,25.33055213
6.403118339,-1.242361706,2.095894149,-0.776681123,-193.417847,326.2406324,-120.7991487
25.05056157,-1.297282785,2.712684425,1.013925889,-193.7988001,405.2325297,150.8975391
19.29495354,-1.061988838,2.352134107,0.2111804614,-158.8923267,351.9440815,32.44020949
19.97564935,2.652664084,-5.673837408,-1.475502978,396.5122084,-848.1349889,-220.5685709
43.33865081,-1.803352204,-1.341844303,-1.473971284,-258.4634624,-116.9800486,-200.2346571
31.30702040,-1.804121238,-1.341707499,-1.473753521,-284.9596874,-316.2195751,-248.0395943
14.26036477,9.441309110,7.023564075,7.715003092,1411.09269,1049.738236,1153.07573
37.65383600,0.8131724538,0.4087595347,-0.4805078528,63.82318363,53.20047858,-35.07609862
12.70255789,0.8131711811,0.408753667,-0.4805015236,291.4163358,83.8863916,-180.016747
4.392310969,-9.322749803,-4.686276028,5.508845452,-1389.910825,-698.6695302,821.3040561
90.17018153,-0.8660302629,0.6691485437,-0.1503371245,-129.5709014,98.92288537,-29.19320171
22.72645193,-0.8713741705,0.6693157318,-0.150432423,-148.1043412,118.5884443,0.9699420288
15.54910355,6.295755182,-4.858699232,1.091684867,967.8575908,-746.9877011,167.875463
