m,x,y,z,vx,vy,vz,Eb,simulation,event
36.40741655,0.1725310055,0.2615301985,0.2459182912,-57.20064603,109.8607897,-86.84329371,-1055381.4609236473,15,change23
5.835217975,-1.829334119,-2.771951268,-2.60697572,-275.6812268,-417.723387,-392.8561067,-1596310.2375924364,15,change23
25.45470772,0.1725871376,0.2613780153,0.2458885792,145.0100248,-61.37334337,214.2684585,4414835.688194061,15,change23
43.0015848,-0.03214737118,-0.03661125102,0.0008932304239,107.8655846,-110.201536,-6.817184519,414696.2374425046,16,flyby
32.2593246,-0.03212331245,-0.03574894733,0.0009518194252,-158.6676035,130.1792444,9.562862686,-153350.62217970684,16,flyby
6.620951879,0.3653046142,0.4119617181,-0.01043888808,72.51504815,81.4605217,-2.317152214,-108550.54672070415,16,flyby
35.9209173,-0.04054323494,0.1183597356,0.03243049244,-7.597884786,53.50344509,16.30022035,14706.980078292901,17,flyby
30.34940602,0.01213663824,0.1347392444,0.001575950933,-9.852346847,58.70105791,-0.3344846781,-210360.06223957983,17,flyby
37.83367327,0.02875772648,-0.2204609171,-0.03205510083,15.11711172,-97.88727199,-15.20781373,-221193.94252628298,17,flyby
38.56611593,0.2180988116,0.8161907449,0.4416596669,-98.93101945,111.0316387,-3.070184616,-3740069.01277081,18,change23
14.47219254,-1.168974968,-4.374768384,-2.367363368,-174.3104507,-652.3195534,-352.9979172,-5099166.011866814,18,change23
39.00481669,0.2180860593,0.8161859536,0.4416849514,162.4937664,132.2512337,134.0106009,51526230.771057226,18,change23
36.72239252,0.1639905106,-0.2643098337,0.253078425,-41.02227128,-259.7604714,18.03540387,963278.1133526359,19,flyby
27.07237646,0.1642613894,-0.2644507583,0.2530532428,115.5536839,255.8209506,67.78362659,-539497.3722144634,19,flyby
24.33202759,-0.4302588443,0.6931358219,-0.6635040114,-66.65605148,107.4034995,-102.6370296,-1097215.571135093,19,flyby
36.12639439,-0.07024567328,-0.4368284951,0.3871310059,-360.2220481,-150.3814753,42.6219716,28025104.525908038,20,flyby
26.36555895,-0.07025238455,-0.4368559701,0.3871331328,468.7377944,51.56657731,78.50779417,-3271368.616816538,20,flyby
4.236365543,1.036257669,6.443964774,-5.710703807,154.6112622,961.4748326,-852.0700101,-4363791.487418266,20,flyby
50.11222894,4.057538675,-1.102660721,2.982689359,606.2393091,-164.750829,445.6469412,-18457638.314412184,21,change13
33.21413478,-2.689562557,0.7309074219,-1.977106005,-646.2110331,-9.56811704,-59.71500836,58591744.61558003,21,change13
42.38633786,-2.68956507,0.7309036463,-1.977083913,-210.366433,202.2781024,-480.0834476,-19042449.016621154,21,change13
30.33389123,-0.4161297856,-0.2591974095,0.276492116,610.5225142,169.3594237,158.7596018,-687551.116204555,22,change23
7.641271325,2.479061409,1.544122215,-1.647197323,370.1308062,230.544712,-245.9341674,-9213267.007834554,22,change23
15.18840495,-0.4161296213,-0.2591839491,0.2765003905,-1405.532281,-454.2270933,-193.3413549,5994467.151111539,22,change23
61.17729769,-0.0735855338,0.03449366028,-0.2205789596,54.64649133,59.79140928,-113.8823741,-1647305.7953659578,23,change23
3.483172644,1.871069682,-0.8792991305,5.617100557,280.1956331,-131.6824337,841.2117491,-1041421.3698722224,23,change23
27.51605095,-0.07324796092,0.03461694979,-0.2206314537,-156.9663627,-116.2668364,146.7118287,3271300.905864769,23,change23
33.42701945,-0.04126956743,-0.1282913725,-0.08762348579,-69.25178096,-109.3883755,26.53103379,230085.94915013562,24,flyby
18.22658761,-0.04071415449,-0.1286685,-0.08741489943,108.2686442,141.8639919,-88.77617159,-103794.09988513179,24,flyby
6.936327828,0.3058677141,0.9563541485,0.6519685054,49.23537464,154.3800846,105.4208084,-257855.22193210814,24,flyby
35.17905957,0.01381753527,0.0001303204277,0.01632876868,123.6729397,-85.88779546,-9.953518019,729066.2856692517,25,flyby
29.29565174,0.01377636651,0.0006925021165,0.01664958491,-142.7179725,103.3706343,18.52305155,-55995.1566497217,25,flyby
5.080534736,-0.1751145456,-0.00489551833,-0.209070742,-33.39839236,-1.349903196,-37.88763861,-71751.00122331925,25,flyby
43.83674579,0.01107953243,0.001956111941,-0.006743584675,-39.88081529,59.33521757,-32.95238123,3878031.5696898727,26,flyby
31.184672,0.01075527156,0.001939217081,-0.006729889055,59.39773082,-82.85206279,44.29568301,-20879.439123682925,26,flyby
3.043609532,-0.2697751646,-0.04804276927,0.1660811561,-34.18756269,-5.699958031,20.75785765,-9769.877481111851,26,flyby
42.79103947,-0.09564683307,0.0124056213,0.1630852012,5.278646595,17.88135311,35.56969829,1253544.3233569805,27,flyby
3.304716598,-0.09572341872,0.012462092,0.1630820139,-297.6105805,-201.8071277,-69.73368056,-294568.8503615997,27,flyby
4.159064967,1.060134,-0.1375388741,-1.807503653,182.165909,-23.6222139,-310.554012,-289551.94066294073,27,flyby
48.99025919,0.05330033034,0.09724729364,0.1368338416,-98.20252638,204.8759384,21.47922939,4328038.818167765,28,flyby
25.30402611,0.05316253391,0.09716572034,0.1368345976,213.734728,-353.5351285,19.08738352,-489940.23875160044,28,flyby
5.398059622,-0.7329343175,-1.338046363,-1.883267749,-110.6660466,-202.1213691,-284.4097275,-630466.187569526,28,flyby
36.58747919,-0.5293974083,-0.07423165618,-0.03995417265,99.83949505,49.56569176,49.1541588,6801183.450437285,29,flyby
36.05651515,-0.5293704856,-0.07407485012,-0.03993643535,-262.3551642,-72.85330385,-62.02985768,-2437807.3462297875,29,flyby
14.05059746,2.737006146,0.3833879768,0.2065243955,413.2733517,57.88739878,31.18399358,-500503.713665642,29,flyby
48.42488611,0.09203750404,0.001255158696,-0.09440173639,142.0888941,-102.3194825,-38.92394071,-736941.9945007847,30,change23
29.71198544,-0.2394383513,-0.003007879662,0.244964794,-88.83585667,-1.453977631,90.96647643,-351919.6885008587,30,change23
28.75779297,0.09240219366,0.0009941360873,-0.09413090429,-147.4782448,173.7967115,-28.44123775,1212856.106875629,30,change23
42.28505909,-1.159867982,-1.161782933,-0.6384816962,170.8232656,-538.7120194,544.7151393,25021401.218958132,31,flyby
31.313728,-1.159885464,-1.161771018,-0.6384730708,-642.4568392,314.9949048,-962.2491006,-19831890.51495352,31,flyby
31.47816074,2.711893646,2.716341731,1.492819378,409.63152,410.3100212,225.4990312,-9559744.06958741,31,flyby
49.2152446,-0.05480371995,-0.1190286026,-0.0009787421855,178.0681721,-107.897558,22.66494904,4808890.754204033,32,flyby
28.54238675,-0.05485973071,-0.1188557911,-0.0009914093291,-329.550031,137.1953373,-39.48047372,-507700.8764573586,32,flyby
3.82186318,1.11542615,2.420403168,0.02000757771,168.1053868,364.827903,2.984392351,-397058.0226645677,32,flyby
36.19658949,-0.5102160128,-0.1191252045,-0.1835737394,82.71248766,128.6617948,-5.848788708,4893058.551576631,33,flyby
27.53873546,-0.5103562288,-0.119089547,-0.1835644296,-286.0245925,-210.5020035,-56.07834777,-2265580.505819633,33,flyby
16.99247545,1.9139439,0.4467566646,0.6885327323,287.3534017,67.07915043,103.3417993,-332764.31723502296,33,flyby
81.32907737,-0.03696107502,-0.01045982985,0.006268449274,-125.3046302,12.7755003,-12.14077647,6999201.05077682,34,flyby
23.74210613,-0.03705391967,-0.01063716543,0.006256212226,402.5549646,-51.36162107,46.09090769,-99607.74036089308,34,flyby
3.494073262,1.112096952,0.3157452459,-0.188417014,181.2804783,51.63412231,-30.5938271,-160312.35379660552,34,flyby
39.16482161,0.1558528304,0.2779065507,0.1245914332,-260.5478617,81.25503795,-10.20096023,3388880.8043499175,35,flyby
27.08168051,0.1557435945,0.2778138101,0.1245853512,437.1616309,-9.847550328,63.02594705,-2155589.1721788803,35,flyby
4.962517336,-2.079941664,-3.709372498,-1.663184504,-329.42174,-587.5346436,-263.4408478,-1136643.7366092396,35,flyby
35.64045005,0.1033829461,0.2695311851,0.01048473512,-4.832990551,103.453895,-57.08182594,2824178.520362007,36,flyby
33.06416014,0.1033132328,0.2691666579,0.01056138833,38.31304992,-25.14957457,64.88915914,-195987.638479851,36,flyby
17.48739536,-0.4060398849,-1.058246917,-0.04133743753,-62.59015919,-163.2944049,-6.352208548,-451592.68835292687,36,flyby
50.51193974,-0.2132961468,0.2878979399,-0.2635625328,-82.84830465,28.11178864,-45.02425048,713883.1498819476,37,flyby
40.3727762,-0.2150467188,0.2862831463,-0.2636104949,16.09323612,81.51385728,-50.93518515,-675333.5109285943,37,flyby
42.11204149,0.4620064589,-0.6197830328,0.5688573016,83.94510992,-111.8663813,102.8365499,-793974.9424636054,37,flyby
58.74571078,-0.07957363739,-0.5484885692,-0.3321752974,157.5104315,-196.8625136,-41.56129712,3612870.8402135335,38,flyby
11.24625926,-0.07962205763,-0.5484566452,-0.3321668014,-897.1025376,515.7163392,-93.23681216,-4113925.5644912575,38,flyby
30.17526097,0.1845902906,1.272215558,0.770482414,27.70433276,191.0488409,115.6614124,-1913400.1298542246,38,flyby
55.7960594,-0.02575538184,-0.002242607483,-0.0446582059,-25.45773554,28.60287612,-8.709033865,202760.83240981668,39,flyby
34.73674667,-0.03228659417,-0.003396907595,-0.04458440924,25.5145171,-47.26499643,-10.18374597,-78581.53660367969,39,flyby
5.758602942,0.4443056907,0.04221964622,0.7016405331,92.7568739,7.971452948,145.8131396,-99537.83260296314,39,flyby
48.43144295,-0.1694561893,-0.2761278319,0.2445097427,279.5346062,10.71781534,43.38964962,14651311.29593806,40,flyby
42.95732704,-0.1695464018,-0.2760725528,0.2445001289,-369.1632129,-100.0609783,28.98757544,-3113292.314890975,40,flyby
8.707996871,1.778855485,2.897636351,-2.566035793,266.4218387,434.0002599,-384.3193961,-1336868.5298679103,40,flyby
36.79839653,-0.2854429339,-0.1084994121,-0.2796450426,176.4102678,208.2093064,-158.3484361,11708825.953555198,41,flyby
33.63835615,-0.2854372434,-0.1084231549,-0.2796560761,-282.2860341,-261.7071116,85.74762003,-1850695.1939202815,41,flyby
16.04662925,1.252941138,0.4760988099,1.227526326,187.2058682,71.14443726,183.3755559,-757771.6698694814,41,flyby
49.33708544,-0.08362902743,-0.3986157371,-0.3523989692,-4.677689497,-43.13685142,-32.57493597,2706356.783408399,42,flyby
16.4120075,-0.08383354245,-0.3984110233,-0.3523686625,-36.47461812,-111.3324566,-114.95799,-504817.1509135546,42,flyby
41.19302336,0.1335636171,0.6361578065,0.5624596908,20.13460545,96.02197931,84.81639627,-377509.21574388345,42,flyby
15.79502663,0.01780822841,-0.03649863356,0.09772389397,38.62590902,49.25752984,35.28771629,262102.72321549768,43,flyby
10.9021889,0.01732602214,-0.03653076014,0.09778692355,-49.47075489,-84.98379976,-14.75540953,-31188.14549126843,43,flyby
5.651186564,-0.0831989889,0.1724880476,-0.46178674,-12.52086543,26.27509136,-70.16299176,-29536.60429840901,43,flyby
35.74549344,0.09246279008,0.8825692171,0.4902555895,-141.2423714,422.6366825,117.1946614,7280421.078470876,44,flyby
33.56076028,0.092369812,0.8826009197,0.4902967572,179.9065966,-168.710608,31.51481193,-2429798.797886264,44,flyby
13.83595483,-0.4629336576,-4.420990876,-2.455859413,-71.48215744,-682.6634381,-379.2179227,-7346379.625358173,44,flyby
29.91893976,0.1747799831,0.05913091658,-0.03040362983,82.47386413,8.023475902,14.04998227,178133.59212852782,45,flyby
26.29808572,0.1760146406,0.06195549169,-0.03018881715,-12.37289161,18.67470107,-28.62107493,-30322.36327341536,45,flyby
42.63128214,-0.231240521,-0.07971716993,0.03996015098,-50.24824733,-17.15085133,7.795189169,-157824.80205509023,45,flyby
272.8686816,0.02876978698,-0.0002342817171,-0.0251943303,-4.76396676,10.80003247,-8.633424654,2177623.8451670446,46,flyby
24.68739336,0.02617908803,-0.0003334800404,-0.02514786167,133.4979992,-119.4270284,23.82710689,-447000.85781033576,46,flyby
14.29258734,-0.5944806973,0.005048833671,0.5244382048,-139.6374388,0.09455301963,123.6698437,-238475.95059826656,46,flyby
28.50332829,0.2313505721,-0.1834027618,-0.06152278256,38.99904779,-57.22152419,-70.99394199,664519.4504644588,47,flyby
18.25944051,0.2307289397,-0.1834294259,-0.06147942845,29.73635847,17.46208425,86.71591819,-150533.3368219349,47,flyby
11.26868327,-0.9590510618,0.7611277746,0.2552369222,-146.8292161,116.4427085,39.06219343,-309923.0159585816,47,flyby
32.71904844,0.007301413195,0.02871651682,0.006187015801,501.5545107,-201.5716407,-57.55594061,6683103.149845878,48,flyby
31.09502044,0.007240379181,0.02871559616,0.00618271888,-525.9170944,219.5050807,62.15624814,-880357.2868282258,48,flyby
6.269635086,-0.07401308438,-0.2922800337,-0.06295183599,-9.088811815,-36.72984,-7.907030712,-763339.5696035066,48,flyby
39.30853232,0.3007165039,0.0489197391,0.01730134326,79.24393936,115.2504933,29.40328335,5420125.9843729725,49,flyby
30.98520926,0.3005808177,0.04888579933,0.01715525571,2.335684289,-129.4685626,-31.39297086,-388161.5937552884,49,flyby
10.619264,-1.990183497,-0.3237229877,-0.1140992068,-300.1464715,-48.84681618,-17.24056796,-723184.64617473,49,flyby
43.27218273,0.08918697784,0.2609132332,0.1517429965,17.42839907,52.04720132,29.92514328,-68743.0144189379,50,change13
36.11359762,-0.04337605896,-0.1372327998,-0.08236048573,24.90847224,-29.90301997,6.624744942,91097.33195123954,50,change13
44.07752056,-0.05201857167,-0.1437085142,-0.08149090934,-37.51797723,-26.59610523,-34.80616926,-142323.80442365012,50,change13
29.98236382,-0.009388885801,-0.00221534142,-0.2060406122,34.05814509,28.74625645,-35.52005739,1144032.6799142938,51,flyby
13.91065347,-0.009707916301,-0.002112764075,-0.2060354645,-78.00947997,-63.02337196,-23.31484652,-280401.0419451685,51,flyby
3.319126127,0.1254982286,0.02886636352,2.72471494,19.28795227,4.463695611,418.5740406,-309270.2128149897,51,flyby
40.49950592,-0.6916242981,1.27597407,0.5473933754,365.9749958,712.6794226,-314.8440766,84188495.0111048,52,flyby
27.52546294,-0.6916287909,1.275982495,0.5473935884,-793.536454,-578.0395903,665.1143414,-25892615.45248166,52,flyby
4.904073357,9.593625866,-17.69923122,-7.592958031,1431.595988,-2641.142625,-1133.04802,-28549668.263031933,52,flyby
92.01283632,-0.08071900467,0.4758873702,-0.1091725639,-453.4034909,-267.249197,6.028989516,47765194.771215856,53,flyby
34.61883517,-0.08070522142,0.475858625,-0.1091717553,1161.02055,970.180779,-75.64511751,-18469685.33711608,53,flyby
13.0271632,0.7845994683,-4.625828131,1.061219242,117.1215954,-690.5702885,158.4382875,-3012006.204569817,53,flyby
35.94360935,-0.2790863287,-0.2699420904,-0.02964706812,401.8869515,-148.6933669,-148.2247824,13592377.820908401,54,flyby
30.17730554,-0.2791208835,-0.2699099683,-0.02963846708,-570.1020111,88.68794099,166.8374142,-3301015.7725488655,54,flyby
4.343949238,4.248319938,4.108668782,0.4512096261,635.107557,614.2367353,67.45706145,-1323429.4944516276,54,flyby
40.03623157,0.0620657933,-0.05250710608,0.0525068547,-58.34207902,-40.8635757,8.223257066,351626.1766086134,55,flyby
23.08343451,0.0612380536,-0.05360535548,0.05244915445,132.5909135,44.04627901,12.35533929,-199746.8593807185,55,flyby
5.50026775,-0.7087773269,0.6071672367,-0.6023130812,-131.7857085,112.591643,-111.7094508,-104578.54332190967,55,flyby
30.26727867,0.1049688571,0.01244608225,0.03269131091,-36.24431377,-117.6329052,1.503986796,576897.7572455932,56,flyby
4.654170501,0.1049950918,0.01239546648,0.03268995124,336.4017858,776.4653671,22.33153686,-1373734.935549642,56,flyby
18.47300372,-0.1984402084,-0.0235153774,-0.06179945836,-25.36969787,-2.889312661,-8.090528744,-74975.86762785785,56,flyby
36.06248013,-0.06342574606,0.1270500345,-0.001096818153,3.045898295,-25.81575732,0.1631819315,7598.3716076621,57,flyby
7.727753753,-0.07074566166,0.1123241791,-0.001096821811,56.66179756,-17.86976113,0.1631887997,-64640.65713009692,57,flyby
9.40061044,0.3014692267,-0.5797233038,0.005109237535,-58.26335098,113.7238221,-0.7601451064,-86188.19664073117,57,flyby
39.67575001,0.09370110977,-0.0009188077889,-0.1639776509,-20.87924767,-130.6701477,226.8461598,1129086.669047846,58,flyby
34.92379372,0.09398724671,-0.001008000208,-0.1640100132,54.67601317,147.9417322,-311.685149,-1315836.3916873788,58,flyby
24.79488683,-0.2823184099,0.002890014379,0.4933996367,-43.60148938,0.715856199,76.02117062,-307899.39593850425,58,flyby
54.63846153,-0.5029795274,-0.2190684096,-0.2813764346,-38.00178656,122.2778912,-31.5030766,4996354.868534934,59,flyby
27.09217099,-0.5031476064,-0.2191778577,-0.2814300694,-155.0776216,-347.4806313,-66.1491485,-2479684.0527773327,59,flyby
33.29910947,1.234669311,0.5377790924,0.6906649285,188.5260205,82.07212955,105.5104397,-740917.6590789614,59,flyby
25.29971133,-0.1240913391,-0.1714424778,-0.2100271047,308.3563454,-116.2551337,-3.24344333,5428816.953762954,60,flyby
24.38647059,-0.124148865,-0.1713979013,-0.2100359288,-357.8177759,68.24830597,-60.79516137,-920118.8624154299,60,flyby
6.366788412,0.9686245723,1.337760033,1.639077576,145.2201776,200.5541779,245.7498968,-480578.7447249438,60,flyby
26.56191161,-0.09572001807,-0.1352687326,-0.02074404138,64.26297002,-18.08190002,-0.6996415898,301830.9308258842,61,flyby
24.65756965,-0.09688065622,-0.1347099238,-0.02029927912,-102.5946454,-27.48643044,-6.263292483,-193095.35238021935,61,flyby
10.37842198,0.4751539491,0.6662492104,0.1013190911,79.27865029,111.5813565,16.67126169,-64421.857029346516,61,flyby
54.29581715,-0.1223929612,0.2020040889,-0.01847077369,211.2644956,-25.72328646,-122.7364331,-282208.8596602557,62,change23
9.219656746,0.9730780011,-1.60626997,0.1467884709,146.213868,-241.3222007,22.03791166,-2982955.3628055267,62,change23
19.00719755,-0.1223757111,0.20209611,-0.01843793985,-674.4192596,190.5370166,339.91823,3043916.3766722064,62,change23
27.53620041,0.2206826493,-0.02688914087,-0.08592063952,659.3239762,-591.085522,304.5690662,13733083.630697928,63,flyby
26.17735383,0.2206781589,-0.02687200585,-0.08592823508,-625.9345461,613.5335197,-346.7046998,-940265.2082128043,63,flyby
3.462959142,-3.422948819,0.4169447913,1.332762407,-511.1140447,62.2488891,199.0022772,-2780646.469208486,63,flyby
33.53162062,0.007068026312,-0.01597494191,-0.04199186559,3.89406616,30.838842,-25.48198137,1044708.3898158919,64,flyby
30.70275487,0.006176896025,-0.01568216845,-0.04204780248,-1.388665417,-40.4512981,9.780338447,-44451.83440992848,64,flyby
4.05720167,-0.1051587118,0.2507027128,0.6652463688,-21.67466702,51.23973536,136.5889209,-49291.99816804231,64,flyby
38.93448984,-0.1890251196,-0.5734615997,-0.1640811597,-233.1424776,-38.4526289,-74.75041938,4630712.074779393,65,flyby
16.62151267,-0.1890707493,-0.5735299029,-0.164060805,444.9723831,-216.7617393,87.30651048,-2420713.4081908474,65,flyby
6.674416609,1.57350658,4.773506247,1.365715617,251.8825866,764.1179425,218.6263248,-2750336.5290230126,65,flyby
39.32134881,0.04086534539,-0.03540633781,-0.07820815253,84.34825788,-31.94589901,-15.30585256,337043.05648406106,66,flyby
28.8581503,0.04127565252,-0.0336786758,-0.07821873903,-96.42592416,28.11416635,-14.08281955,-60575.399663292505,66,flyby
8.986779831,-0.3113483959,0.2630674492,0.5933714047,-59.42211422,49.49859775,112.1926774,-158882.69281819405,66,flyby
24.83128967,-0.1306290793,-0.0133202857,0.01249064529,6.039659654,38.25443597,40.8484099,-55925.63007298333,67,change23
11.1667914,0.734698471,0.07661205102,-0.07021730889,112.0921264,11.96217376,-10.77370045,-102881.0373220515,67,change23
38.18651989,-0.1299028054,-0.01374178431,0.01241127003,-36.70619726,-28.37352245,-23.41169176,1045982.5069425855,67,change23
52.31298799,0.06729961412,-0.006273935629,0.1018684671,-73.3488082,28.65547664,30.96119437,1552852.9891641408,68,flyby
45.52599166,0.06617822899,-0.006639185192,0.101761545,107.1222291,-35.1574368,-0.8477492705,-302142.2327469209,68,flyby
9.374830782,-0.6969164093,0.06725068682,-1.062615355,-110.9087096,10.8293762,-168.6513602,-164906.24211166753,68,flyby
46.04360242,-0.339729064,1.167460684,0.2700173535,592.2062112,973.6539412,-713.4965706,-22670976.702522803,69,change23
24.81282091,1.042786746,-3.583464642,-0.8288038148,155.4219654,-534.0948411,-123.5286265,-23195057.283562414,69,change23
30.1181232,-0.3397333474,1.167462216,0.2700164582,-1033.389914,-1048.476199,1192.539318,204742212.971823,69,change23
48.08356616,-0.01607383977,0.01951008596,-0.02111362274,33.12766877,0.2350365118,-1.863267916,195471.70158937748,70,flyby
27.34551849,-0.02038948702,0.0206308831,-0.02096417187,-71.98773589,14.97778447,-12.87235518,-93758.46979420456,70,flyby
4.439042762,0.2997152098,-0.3384235712,0.3578461643,84.62308884,-94.81248511,99.47950866,-44263.280164336466,70,flyby
31.83915445,0.01787025144,-0.0001803445096,-0.001894253703,-13.35616647,-20.48395922,4.388222483,32496.282753663283,71,flyby
14.73653797,0.01691391167,0.003957770471,-0.001910336087,-125.2776226,33.8692747,4.110803805,-183082.2006380804,71,flyby
33.80613347,-0.0242034836,-0.001555392845,0.002616778893,67.18921261,4.528056687,-5.924851179,-33764.26540920832,71,flyby
51.32179261,-0.1233143286,-0.08316646917,-0.01278354995,-351.3552183,113.7042264,43.60310366,17623003.45740294,72,flyby
42.94190904,-0.1233965302,-0.08319801319,-0.01279321517,379.6137811,-163.0759188,-56.27779671,-567425.4542965139,72,flyby
11.25018381,1.033547111,0.6969605055,0.1071484521,153.8498582,103.7571085,15.90076994,-1181155.5559751256,72,flyby
62.44742215,-1.479929885,0.08967157648,-1.638852121,-888.3850058,754.7414652,-280.3979459,-46163662.7002356,73,change23
15.40685089,7.90272543,-0.4788377281,8.751359103,1178.87624,-71.42826054,1305.471402,-33047565.95072672,73,change23
19.82417116,-1.479925987,0.08966945809,-1.63884756,1882.277081,-2321.9722,-131.308104,65421224.07794443,73,change23
28.74074563,0.8752096498,1.342771434,2.062332746,92.09720056,878.6923917,-739.0774066,-18677711.22307127,74,change23
17.70398096,-3.478008805,-5.336024959,-8.19546554,-518.6173886,-795.6746375,-1222.056273,-36067538.23158664,74,change23
41.6129394,0.8752187242,1.342770611,2.062324514,157.0340921,-268.3700322,1030.374142,59564393.19405004,74,change23
