A,e,simulation
1.0204603405e-05,0.4751256843,229
0.00065737750998,0.5091105453,230
0.00029920160261,0.6629373814,231
0.00099236629169,0.9769393773,232
0.00019250165844,0.699102055,233
0.00030205327899,0.8087002273,234
3.4205768408e-07,0.9622900818,235
0.0012231341295,0.9007794239,236
2.9224121421e-06,0.2853213954,237
0.0010767252113,0.3015787234,238
6.3533944498e-06,0.8240182032,239
0.00018668722625,0.3192615636,240
0.0002322256927,0.6083963675,241
0.00075234234949,0.6024874644,242
3.3522055108e-06,0.6121090219,243
4.0213040157e-06,0.4386526358,244
0.0002131518559,0.1732376552,245
0.0019613308505,0.165635884,246
5.0932065742e-05,0.7557842248,247
3.8138026987e-05,0.973991856,248
0.00067197415986,0.8912407709,249
0.00088428202716,0.943857219,250
1.9161487005e-05,0.8754915238,251
0.00061662886298,0.5921167139,252
0.00010164341188,0.8172998697,253
1.7811606083e-06,0.9677491637,254
5.7162408737e-05,0.8551204047,255
0.00020643412452,0.6872860265,256
0.00044651206897,0.7225584611,257
0.00023917133394,0.3475357811,258
1.4608344713e-05,0.430001671,259
0.0010849121944,0.5152542217,260
4.4811952988e-05,0.6731064509,261
1.5308642225e-05,0.9321406272,262
5.1635827276e-06,0.716934227,263
5.5307531298e-05,0.3056101013,264
0.00053147626152,0.8698616257,265
0.0021805554906,0.8691952318,266
5.415092893e-05,0.6394069683,267
0.0012548983576,0.8487825081,268
0.00033869342399,0.7297938097,269
9999,9999,270
2.5775022514e-05,0.7523672808,271
2.0680909307e-07,0.9185572654,272
0.0050822709321,0.9231666439,273
0.00063656059158,0.6786623656,274
7.9523041585e-05,0.507388027,275
0.00016545972102,0.2486633087,276
0.0020724180793,0.4644201698,277
0.00010608180503,0.721850947,278
4.7651134837e-06,0.8634631476,279
1.9982919734e-05,0.9926157216,280
2.4765101839e-06,0.4095616343,281
4.5720820489e-05,0.9940994163,282
0.00080408887385,0.5900197633,283
0.0019095281297,0.8625599354,284
8.2136182841e-05,0.5711605759,285
0.00015174758534,0.7190044786,286
9.5707414544e-05,0.824796403,287
2.4356801092e-05,0.564134201,288
6.4401597986e-06,0.9769662393,289
0.0002916162984,0.5443353893,290
0.00013743769946,0.8361908354,291
6.2170010264e-06,0.654634347,292
0.00053011131072,0.5735341869,293
6.7384321628e-06,0.7413544051,294
0.00080183472776,0.2887425455,295
0.00069841720526,0.7518774584,296
0.00013343502558,0.1797471674,297
9999,9999,298
0.00082271785308,0.9736735315,299
0.0061723306875,0.7318970153,300
0.0017994869046,0.5677304625,301
0.00020591927388,0.7184743451,302
0.00093195162703,0.3277154444,303
0.00022759659601,0.9658988331,304
0.0016050080224,0.4725289602,305
8.9712503558e-05,0.6515204642,306
9999,9999,307
0.00012029609379,0.3427910054,308
0.00030894163311,0.7403160349,309
5.4585675717e-05,0.8175314711,310
3.1090562892e-05,0.2406918976,311
0.00061253227453,0.9212530852,312
1.666398978e-05,0.7970264409,313
0.00059780045679,0.5254403547,314
3.8542907439e-07,0.3182377678,315
7.8799368044e-05,0.5077531784,316
0.00023052874562,0.671625705,317
0.00062229986399,0.8014266991,318
0.00084759149698,0.9833379771,319
1.5174221197e-06,0.854750986,320
0.0010632726843,0.5848257104,321
8.3346415692e-06,0.5052482088,322
0.00017052481801,0.617785688,323
0.0016749037115,0.9378175185,324
0.00015361668493,0.8377120871,325
7.5157924839e-05,0.2450218275,326
2.6523079955e-05,0.1604269118,327
0.00027451827898,0.7390732654,328
0.0016630462732,0.8034981707,329
2.5259482036e-05,0.8351991106,330
2.6801828503e-06,0.7246997993,331
1.1809077562e-05,0.7542499023,332
0.0007544729124,0.6469021852,333
0.00045690721423,0.9063287223,334
0.00010962943129,0.4178281118,335
1.0218397865e-05,0.9459925428,336
0.0016992436656,0.9400767582,337
0.00018512979802,0.6200519928,338
0.00012286577231,0.8831163599,339
0.00010696406186,0.695572782,340
0.00065268356954,0.4951740061,341
0.0019741619621,0.7640759951,342
1.4484368621e-05,0.2587061163,343
2.3728735108e-05,0.8338507803,344
9.8851129814e-05,0.2881687396,345
3.795354225e-06,0.4691024864,346
0.0013654222714,0.9884343044,347
0.0014840027199,0.2402251726,348
2.2116893181e-05,0.7856460549,349
0.0028104089167,0.8743291193,350
0.00095453751574,0.7710879743,351
0.00033422100166,0.5262768853,352
9.7932471823e-06,0.9192480265,353
0.00058683512553,0.8757321971,354
6.055885506e-05,0.8836529382,355
1.5879757575e-05,0.6665024283,356
0.00029680557323,0.4672396732,357
0.00013148918748,0.573902617,358
8.5402944179e-05,0.861288969,359
2.9141796395e-05,0.8503220864,360
1.8268535105e-05,0.6962525416,361
0.0070711822646,0.9617419417,362
6.077328366e-05,0.8300944734,363
0.0015345502444,0.857009282,364
3.4604591936e-05,0.0888986716,365
5.9026651442e-06,0.9497019456,366
3.361191133e-05,0.8762034051,367
0.00026857678006,0.6581996017,368
0.0024391921342,0.9054766306,369
5.8404507771e-05,0.8049438443,370
0.0020165471256,0.9646630436,371
0.0017816028621,0.9877671245,372
0.00015463289764,0.1197160193,373
9999,9999,374
1.3224037304e-05,0.6023594718,375
0.00027738661475,0.808659216,376
0.0010749723705,0.7948874873,377
1.0590946798e-05,0.377576114,378
3.1047344326e-05,0.8768297653,379
0.00042138201492,0.7819701777,380
0.001127377716,0.7564760027,381
4.0745711228e-06,0.7557430897,382
5.4638451625e-05,0.6674158747,383
9.7047174846e-06,0.6464309887,384
8.2274266493e-05,0.4599347465,385
2.5540243868e-05,0.953204462,386
0.001314572377,0.431770248,387
0.003496569543,0.8885919055,388
0.0019628986413,0.956716136,389
0.015207433074,0.9873391111,390
0.00042556067416,0.1492773853,391
0.00016020681834,0.1432574597,392
2.3811771226e-06,0.7166272241,393
6.9286644339e-06,0.8398856724,394
4.8991314077e-06,0.5407874566,395
0.00070301842719,0.8350037378,396
6.9970432449e-05,0.8142345251,397
0.0016767962116,0.9560392691,398
0.00058441527276,0.9909231808,399
6.2273674368e-05,0.182897083,400
0.0018620716837,0.5925115325,401
4.9071063419e-05,0.9544855365,402
0.00044826145513,0.4574038037,403
4.5097798446e-05,0.7208543399,404
1.2612867647e-05,0.4749731636,405
2.0104429055e-06,0.8601413418,406
0.00011055871407,0.632945711,407
